Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
CMP_N48LBS,PROD_7FH0FK,14939,4841,622,86869.2,2.24,CUST_RSXMY5,Basic,26,FLASH_YS39PV,16,180,BNDL_T6H9NY,107.59,1,Durable
CMP_AE2382,PROD_LKJHGJ,33386.09,4551,195,46552.9,1.57,CUST_ZSH5B8,Premium,33,FLASH_VNKVCI,41,50,BNDL_L32JMZ,347.92,2,Innovative
CMP_RKAU9K,PROD_NG6X6R,26124.91,4463,98,81304.48,1.33,CUST_CX6RCZ,Standard,23,FLASH_VMB8SP,37,95,BNDL_SYKI7J,123.14,4,Durable
CMP_6GP20Y,PROD_53RXXP,24345.26,516,19,40427.29,1.02,CUST_2T79XL,Standard,18,FLASH_H4VAQT,11,15,BNDL_YMOQS8,81.64,4,Affordable
CMP_FUCTR0,PROD_QO8N6N,29533.26,1982,752,40545.94,3.34,CUST_R2RK78,Standard,34,FLASH_P9PMCA,57,81,BNDL_881XEG,140.38,3,Innovative
CMP_QE3K8J,PROD_GLRZEU,48601.48,548,442,63369.79,2.87,CUST_RT0FC9,Basic,7,FLASH_0V3A91,11,29,BNDL_DNRGL1,108.1,3,Durable
CMP_4C8LPF,PROD_61NXGK,35566.22,4373,685,62755.06,2.04,CUST_JN9EQH,Basic,24,FLASH_LJ8HTE,19,114,BNDL_SP7JWM,110.41,2,Innovative
CMP_ECKS2B,PROD_H8CH9N,49332.92,2146,269,42002.39,1.06,CUST_B6XWZJ,Basic,3,FLASH_MOQN2C,58,92,BNDL_VWK7ER,95.99,3,Stylish
CMP_S6JRKV,PROD_UJ7EN6,11800.15,4901,820,58881.64,4.11,CUST_MKS8F0,Standard,34,FLASH_P4M27B,10,76,BNDL_MYS7TC,286.79,3,Stylish
CMP_IR80PN,PROD_Z4UDTF,33521.26,1440,22,10267.98,1.65,CUST_5O3XRF,Standard,34,FLASH_0IWFLB,36,100,BNDL_UKB99T,192.57,4,Affordable
CMP_27IP8O,PROD_3SDQP0,32117.96,587,360,18211.43,4.51,CUST_HOZG8B,Basic,10,FLASH_SUF1LJ,16,70,BNDL_PKFQ46,105.14,2,Innovative
CMP_SIT0UO,PROD_ZFCK1G,22384.61,4057,719,46375.32,3.31,CUST_V2Q49K,Premium,33,FLASH_R6PUGG,21,21,BNDL_MLFJ16,75.85,2,Stylish
CMP_GKRTST,PROD_5MWDYF,38368.13,910,291,12616.35,4.39,CUST_WI4C1K,Standard,23,FLASH_FDMRZ1,61,15,BNDL_KDJR34,360.94,2,Durable
CMP_Z1RWJZ,PROD_O0G1T8,49405.6,1372,713,16535.4,4.64,CUST_2TA3HZ,Standard,18,FLASH_OLCNI4,25,108,BNDL_AS6CKI,173.33,3,Innovative
CMP_9EIJXY,PROD_CL0D5M,27803.27,3625,152,53870.17,3,CUST_SDNO6B,Basic,4,FLASH_I2HQOQ,34,142,BNDL_H2HBH1,84.72,2,Affordable
CMP_RQ2MBZ,PROD_QVHV64,41969.89,3491,819,73113.48,3.07,CUST_VU0N0G,Basic,10,FLASH_LPSIJB,17,141,BNDL_JZVDPR,75.47,3,Durable
CMP_5CLCDE,PROD_K04SQQ,23090,4891,73,8736.87,3.25,CUST_30QQ24,Basic,31,FLASH_PNDCWP,44,29,BNDL_I1YWSQ,452.62,2,Durable
CMP_K9TYBM,PROD_JI6G0N,46254.33,1563,248,57327.83,2.52,CUST_I75PXA,Standard,10,FLASH_0GEV9E,20,178,BNDL_ZHSIMQ,70.1,3,Affordable
CMP_LZN0KU,PROD_I56HOH,13084.9,643,117,49592.22,2.99,CUST_B7N8Q3,Standard,3,FLASH_WJGGLW,18,136,BNDL_E6IV4U,305.85,4,Stylish
CMP_VD7QBL,PROD_67N0NG,23956.4,2502,194,83933.06,0.56,CUST_JU4MAT,Standard,11,FLASH_18TYWG,25,166,BNDL_53AYD2,244.33,2,Affordable
CMP_2DXTQ7,PROD_T9K0T7,5061.92,4991,603,57468.42,1.65,CUST_9C63GZ,Basic,11,FLASH_60744X,29,26,BNDL_HQMRNT,421.67,4,Affordable
CMP_01WK0F,PROD_DGEMA4,18101.99,2162,711,24840.72,3.75,CUST_QXG03N,Basic,15,FLASH_JO01X7,31,33,BNDL_MX5OKI,497.87,1,Affordable
CMP_66XF5A,PROD_OZCKR3,43611.38,3919,964,91875.14,3.03,CUST_SE16RB,Premium,11,FLASH_CIBP9S,22,109,BNDL_HAIXN8,323.69,3,Affordable
CMP_7FVX2Z,PROD_P0K4T6,49999.63,2497,158,35117.31,2.74,CUST_YXMVI4,Premium,1,FLASH_GGY8GZ,36,88,BNDL_ZZFMRY,435.12,3,Innovative
CMP_P3A9UK,PROD_F4KYFG,8266.92,2773,301,30883.67,1.67,CUST_KNANXQ,Basic,1,FLASH_SW4U42,23,1,BNDL_8TBYRW,180.5,1,Affordable
CMP_312IMO,PROD_M9P825,12170.62,2973,999,10414.96,1.8,CUST_1OCX4H,Premium,10,FLASH_MEASYK,21,39,BNDL_ZS8Z7O,404.57,3,Innovative
CMP_YPMGM9,PROD_XNJGLV,48956.35,4864,640,22073.19,0.6,CUST_Y73VR4,Standard,19,FLASH_UVR9JC,56,99,BNDL_OEDHRV,271.06,4,Innovative
CMP_WATTMR,PROD_EUDMMJ,41743.72,944,551,34595.71,4.63,CUST_RAJSXZ,Basic,1,FLASH_0R1CY9,69,35,BNDL_765PD8,339.87,3,Affordable
CMP_HI45QG,PROD_4T84D7,31905.69,4305,958,6524.78,4.53,CUST_ACB596,Basic,22,FLASH_86O7VE,20,99,BNDL_A19QFY,276.23,1,Innovative
CMP_9MZN19,PROD_095MXM,11862.81,1036,873,32496.64,4.44,CUST_IZZK41,Premium,21,FLASH_ZVZIHU,11,9,BNDL_8I3LXM,290.32,1,Stylish
CMP_O9WDMU,PROD_XK197I,7517.44,1379,175,61465.89,4.92,CUST_PLP2Z3,Standard,4,FLASH_M1YNM2,41,175,BNDL_YCSRZU,166.91,2,Stylish
CMP_SR7S0I,PROD_LZ33IZ,47963.61,2163,578,68225.21,4.73,CUST_5MG94K,Premium,30,FLASH_SI29NO,17,14,BNDL_WJHXX3,417.57,3,Stylish
CMP_QAN81Q,PROD_VQJ3O8,9925.78,1204,236,73467.18,2.15,CUST_DMLTYT,Basic,7,FLASH_0O1NU7,47,1,BNDL_TS5XBY,379.59,4,Stylish
CMP_NJ4CE1,PROD_OWR911,27969.23,2955,580,26440.46,4.93,CUST_JUFP2K,Premium,1,FLASH_XCM73P,32,92,BNDL_2UT9PF,321.5,2,Innovative
CMP_AW92R0,PROD_HZHA5D,42091.87,4152,769,79619,3.33,CUST_I6SGNB,Standard,10,FLASH_8S5Q2B,19,57,BNDL_0W8LGC,223.87,1,Durable
CMP_X0J6KM,PROD_1NZ4JJ,30330.04,4487,303,47793.36,1.71,CUST_212R1N,Basic,7,FLASH_DBIUVM,45,122,BNDL_TMKMV5,398.25,1,Innovative
CMP_H58VIU,PROD_CKNR4B,11630.38,4982,692,82313.65,4.72,CUST_0K88KY,Premium,28,FLASH_IG9WOT,21,59,BNDL_I7JZGW,121.71,2,Affordable
CMP_PZ6A2W,PROD_JVJ369,31436.81,735,237,2828.61,3.99,CUST_6UNZTK,Premium,4,FLASH_D87MTT,49,81,BNDL_J2AYJG,344.67,3,Affordable
CMP_1OVK7E,PROD_VLZB4J,38649.75,2960,151,57158.76,0.63,CUST_F7V04R,Premium,18,FLASH_A315G0,41,15,BNDL_8EPAWF,144.75,2,Stylish
CMP_9JT0L8,PROD_YC8FAJ,20042.17,4047,915,16058.24,3.42,CUST_P0H5I4,Premium,21,FLASH_N8SGAS,29,47,BNDL_UEP29L,352.01,1,Stylish
CMP_ONE2XO,PROD_SDVF0X,24075.45,2801,771,67002.17,0.73,CUST_43FK2Y,Basic,10,FLASH_H1TGNM,25,186,BNDL_HO8PM5,338.53,1,Affordable
CMP_B9Z9RI,PROD_X21V0K,25376.26,375,157,64307.74,4.91,CUST_4EJW1X,Basic,15,FLASH_OONKPJ,19,2,BNDL_YSMEST,279.45,1,Affordable
CMP_OWUGXC,PROD_QL15BY,12210.41,2640,375,80289.96,4.45,CUST_D1VRKO,Basic,26,FLASH_DM0BMG,22,137,BNDL_G7V3W5,121.19,3,Affordable
CMP_DDMPTB,PROD_MBZ180,14270.47,4207,692,41801.62,3.71,CUST_LXAX7A,Standard,23,FLASH_JEPTQ1,40,62,BNDL_QCIUYV,72.8,4,Durable
CMP_9R2HVB,PROD_T4HYKW,38212.03,2586,900,66527.24,3.39,CUST_T8SSLW,Standard,22,FLASH_GB9P00,21,59,BNDL_MNG4E1,69.44,4,Affordable
CMP_L9V7YI,PROD_F21TI5,49171.22,1496,208,37559.41,3.24,CUST_7KD7BI,Basic,15,FLASH_BIU1OY,52,51,BNDL_UD5KEN,194.46,4,Innovative
CMP_J060P3,PROD_5SXQRO,22950.28,2745,516,24725.62,4.74,CUST_YTPKZX,Premium,4,FLASH_3VTDIS,46,97,BNDL_6MO96C,349.1,1,Affordable
CMP_JDYG5E,PROD_8GPT4Y,26237.91,4315,237,90550.67,2.59,CUST_4LJCPQ,Standard,17,FLASH_KWA1BQ,17,83,BNDL_CONVK3,138.59,2,Durable
CMP_RIPVW4,PROD_0TN7VV,33919.02,3616,497,29682.02,0.53,CUST_PQFEB3,Standard,10,FLASH_1PZKB4,60,69,BNDL_TX8S4D,334.17,1,Durable
CMP_5QTLAW,PROD_D6XWGL,35097.31,1668,89,34760.92,3.08,CUST_ZC3CSH,Basic,6,FLASH_4MDTZH,45,166,BNDL_46DDZZ,187.64,4,Durable
CMP_QJ60QI,PROD_8IM187,38937.1,4896,946,85850.9,3.59,CUST_18TG2C,Standard,5,FLASH_YDZ7P9,63,161,BNDL_3N7T21,256.1,2,Affordable
CMP_ASYBNK,PROD_Q2PSVU,17229.34,1168,118,81158.22,0.94,CUST_ZS8T6K,Basic,29,FLASH_TG1C91,24,9,BNDL_0HBMQF,355.58,4,Innovative
CMP_U5BJQU,PROD_DHHHXP,28872.64,4934,642,35469.05,2,CUST_PSMT6R,Basic,28,FLASH_IADK0N,35,14,BNDL_H1AKZ7,468.32,4,Affordable
CMP_89AF76,PROD_2A5HMY,47443.69,3588,722,45919.35,0.58,CUST_SNCAJ0,Basic,13,FLASH_KTYBZ6,45,106,BNDL_96SG7I,482.27,1,Affordable
CMP_FKJUSF,PROD_DQA341,17402.32,1952,308,30710.77,3.21,CUST_YT63XT,Premium,9,FLASH_IU1Q4P,38,19,BNDL_4TV4DF,56.94,1,Affordable
CMP_LYF0FA,PROD_B42US4,29524.72,3548,348,71577.81,1.73,CUST_1FJF8G,Standard,3,FLASH_8QFJ19,51,165,BNDL_JFG3JT,225.61,3,Stylish
CMP_P2LUCE,PROD_8BMWCK,41741.35,2482,106,18662.43,1.38,CUST_SUI26P,Standard,7,FLASH_8NATCP,12,58,BNDL_F1BD7I,446.18,4,Affordable
CMP_YWQ6HS,PROD_XI8G4D,37758.05,1462,777,43808.04,3.64,CUST_K5EYVH,Standard,17,FLASH_GNQBNT,60,19,BNDL_LVORSY,230.39,1,Innovative
CMP_EV1D35,PROD_RG9HMU,43177.69,4007,289,99455.48,1.2,CUST_6SBLDR,Standard,12,FLASH_5KY28J,50,137,BNDL_VGE9U7,393.99,2,Durable
CMP_YWERXK,PROD_6PFW5P,35007.38,2414,506,82049.62,2.47,CUST_SLZ6AI,Standard,12,FLASH_IZBBLJ,38,68,BNDL_EYLUSR,446.92,4,Affordable
CMP_ZDQYVP,PROD_HMUMW0,17556.69,3180,749,81044.35,2.11,CUST_FQXZ56,Standard,10,FLASH_G8HCH9,36,11,BNDL_VXK6GM,131.29,3,Affordable
CMP_XJIL6T,PROD_W1XV13,43852.3,3084,209,48563.28,4.19,CUST_TBLPOC,Basic,10,FLASH_7WJ5XH,51,29,BNDL_8TLG3D,485.47,1,Stylish
CMP_BZWSGQ,PROD_FKJNL1,47454.39,2728,533,21937.02,2.19,CUST_SIS1AY,Basic,7,FLASH_DN4YXN,48,81,BNDL_GK504Z,219.36,3,Affordable
CMP_BH73G6,PROD_RDS65Q,4564.42,4370,212,73571.54,2.02,CUST_7VTOLB,Basic,10,FLASH_J2LELG,12,144,BNDL_R6Q5EA,174.23,2,Affordable
CMP_1UW2PC,PROD_C56N9Q,21370.97,1997,768,8037.18,3.62,CUST_BJPGMK,Basic,4,FLASH_7TNV0W,55,165,BNDL_ZXFWIL,467.48,1,Affordable
CMP_74KQIE,PROD_BHO1YF,37355.57,3670,191,53582.07,4.92,CUST_HE2WNU,Premium,12,FLASH_J2MRGH,28,78,BNDL_XPVGK4,259.84,2,Stylish
CMP_YC17ZT,PROD_QVB6XP,39369.67,1767,717,10344.58,2.99,CUST_1WL7ZD,Basic,4,FLASH_CQ7Z7O,64,37,BNDL_C7QW3T,184.22,2,Durable
CMP_WZBKR0,PROD_GXDLKR,13873.43,1429,552,80618.41,2.34,CUST_QS1SSO,Premium,5,FLASH_WJOHIN,21,178,BNDL_O1Z04V,193.27,3,Stylish
CMP_85R94S,PROD_HLPV1R,38461.28,1017,155,11142.66,3.38,CUST_FNXBDZ,Basic,22,FLASH_3DMN58,60,111,BNDL_9W17MY,77.16,1,Innovative
CMP_SZA5W1,PROD_Y8KK3Q,22876.28,4445,953,94297.16,0.58,CUST_EMYN0F,Premium,7,FLASH_2BRJKY,63,89,BNDL_QPX58W,125.23,2,Affordable
CMP_1PN441,PROD_YPPFT0,42744.25,1891,228,37130.04,2.17,CUST_21SZJO,Standard,5,FLASH_37XDMV,46,129,BNDL_WRP01S,356.35,1,Affordable
CMP_54ZWO2,PROD_CPZP0U,23345.27,242,66,76774.56,0.86,CUST_63A8FI,Premium,5,FLASH_10BQSB,29,12,BNDL_9AEU9F,209.37,2,Innovative
CMP_GJYJ8K,PROD_T5LY6M,48742.38,1991,443,36477.33,3.09,CUST_77MW02,Premium,4,FLASH_CN2BDB,12,26,BNDL_PX9026,307.8,1,Stylish
CMP_NGTC5U,PROD_D0SJOW,46666.63,2794,388,72785.94,0.94,CUST_9LXXZ1,Basic,6,FLASH_18GXYT,44,72,BNDL_OAPTY7,430.93,3,Innovative
CMP_GWGWOA,PROD_CBK1NQ,34591.57,699,322,90475.48,1.89,CUST_COZQYD,Standard,28,FLASH_B429OI,41,52,BNDL_KC8KJX,96.5,1,Durable
CMP_GAN7TH,PROD_4SMM2T,44693.16,2782,90,66339.4,2.37,CUST_6K8WRB,Premium,29,FLASH_9Y4D72,33,19,BNDL_ZO5XT7,57.58,3,Durable
CMP_WTO5RQ,PROD_D8Y9LZ,36015.79,3710,18,80221.32,0.55,CUST_DU0CWI,Basic,12,FLASH_9ZD81R,23,143,BNDL_CAHEVV,143.17,2,Affordable
CMP_WCB9TO,PROD_2NV8GV,22509.68,4128,466,58428.37,1.27,CUST_2PB5J8,Premium,8,FLASH_5CZT38,41,115,BNDL_UH86SA,256.45,2,Innovative
CMP_B4JHKM,PROD_AIT8NE,41820.89,3464,308,82956.36,2.15,CUST_62NCV5,Standard,24,FLASH_XH0QQC,32,151,BNDL_4J4I9J,50.96,3,Affordable
CMP_53438M,PROD_0NG0OP,35236.52,3585,825,89494.32,3.16,CUST_0MZA0T,Premium,3,FLASH_50AUER,58,184,BNDL_0YSIGZ,67.19,3,Stylish
CMP_RNQWE2,PROD_UJQPEO,28524.51,2087,626,96842.49,2.33,CUST_5MMMML,Basic,10,FLASH_ZK8AH2,42,101,BNDL_ZPNGES,52.47,3,Durable
CMP_YLL6C7,PROD_RWUYKX,32759.95,4538,499,33901.38,3.36,CUST_03YQ2M,Standard,5,FLASH_ZN8Z28,42,21,BNDL_ZFOX53,282.5,4,Stylish
CMP_4BX1OV,PROD_DKAU37,41054.76,3695,861,31039.74,2.48,CUST_KU8TOR,Standard,1,FLASH_1W9U8Z,49,18,BNDL_RSC10S,217.77,2,Innovative
CMP_QYR3YH,PROD_D2N9MP,31639.1,1396,233,56786.8,3.2,CUST_ZK2DEG,Basic,16,FLASH_76O5KM,44,147,BNDL_7YJYR4,52.75,3,Durable
CMP_HIGSLO,PROD_XNM5BV,36988.64,3623,283,56529.86,3.41,CUST_9DRGFH,Basic,4,FLASH_YJDCM1,46,176,BNDL_3NCYFV,185.42,3,Durable
CMP_2LP1Q9,PROD_4WMHAV,9903.81,4667,614,65248.89,4.47,CUST_PMDHCV,Premium,2,FLASH_HKHCQQ,27,93,BNDL_SWGZWK,308.78,3,Affordable
CMP_65R9YZ,PROD_VX93T3,26779.04,1801,761,26296.17,4.04,CUST_7RD5YN,Basic,12,FLASH_SWAZ95,20,33,BNDL_L44U24,73.76,1,Stylish
CMP_B1E05I,PROD_4HL9PC,31250.34,1393,37,45725.11,2.48,CUST_8ZUFEV,Basic,15,FLASH_7CUKBN,50,38,BNDL_DS0123,176.43,2,Innovative
CMP_MHPGE1,PROD_W9LNI7,25787.47,1069,160,83296.59,3.97,CUST_RPTWWF,Premium,22,FLASH_FGNOL8,16,57,BNDL_45WEIJ,489.27,4,Stylish
CMP_0F5GAE,PROD_K7DJWT,14270.92,2184,862,3033.42,2.35,CUST_027LAJ,Basic,25,FLASH_JADU3I,41,49,BNDL_5Q6RZU,203.26,2,Stylish
CMP_BK20JW,PROD_EA3QYO,17377.57,2331,448,35687.92,0.54,CUST_5PF0ON,Standard,13,FLASH_60NFBC,42,162,BNDL_OZTES4,64.19,3,Durable
CMP_RG445Z,PROD_7MV7L1,47749.86,445,196,1079.36,2.97,CUST_FVFCJL,Premium,32,FLASH_BVDVFO,47,14,BNDL_0AT7PC,469.61,2,Stylish
CMP_HKRAJY,PROD_K6L1EM,43066,1085,782,67275.49,3.85,CUST_EV8ZAF,Basic,16,FLASH_8W0JAZ,25,175,BNDL_IEIDYL,332.78,1,Innovative
CMP_8E06YU,PROD_ASGP4H,41661.42,1778,495,3080.6,1.09,CUST_X9FXE3,Standard,4,FLASH_5OU2LF,33,47,BNDL_RFUD6R,306.06,2,Durable
CMP_CY1UBQ,PROD_OF7E5I,45951,4631,632,28886.49,3.12,CUST_F0I2S0,Basic,30,FLASH_8YXCWX,15,16,BNDL_Q6V1X9,425.87,3,Durable
CMP_GS2EWF,PROD_AIA8OQ,49908.01,379,197,55325.63,2.87,CUST_RH7NR7,Basic,18,FLASH_IFXVAL,39,104,BNDL_LZDPJX,168.83,4,Durable
CMP_M82O1O,PROD_5YAF6Z,39149.9,2380,336,8019.51,4.75,CUST_XITIS5,Basic,13,FLASH_666K1U,12,43,BNDL_L3AUM2,278.53,4,Stylish
CMP_4S8OIF,PROD_M9YGZU,49834.18,2389,802,72599.7,2.68,CUST_8JN6V1,Premium,5,FLASH_07ZODQ,51,174,BNDL_D9YCLU,285.96,2,Durable
CMP_NMBANI,PROD_PA5I43,31205.75,1662,752,39539.03,1.4,CUST_SYNON3,Premium,25,FLASH_0LLBVS,54,38,BNDL_D7WDCQ,288.21,1,Durable
CMP_4WGLSR,PROD_CNSUYM,11514.46,1792,937,67746.41,1.88,CUST_SJN64P,Premium,24,FLASH_O9EJG2,36,35,BNDL_4JU4VT,127.92,3,Innovative
CMP_8O3316,PROD_JENMHY,3191.77,2210,401,38128.78,2.3,CUST_D19NBP,Standard,4,FLASH_6TQNRC,35,25,BNDL_U91RXL,317.76,2,Stylish
CMP_NKUAMB,PROD_6FDOQK,3282.75,1053,780,4672.63,3.9,CUST_A7YXTN,Premium,12,FLASH_U7MFAD,61,9,BNDL_3GYSLR,82.37,2,Stylish
CMP_7EHTA6,PROD_A9ZXJM,17680,3885,485,5398.82,2.73,CUST_ODX2D1,Standard,10,FLASH_ZOXSAX,14,25,BNDL_0BHF9D,386.23,4,Stylish
CMP_AL40MH,PROD_OGJGHX,16679.38,4183,501,43407.72,1.49,CUST_JSDRER,Standard,16,FLASH_WAFKFI,47,146,BNDL_9L9JSZ,63.14,4,Affordable
CMP_L3ZDEM,PROD_RBEXFU,1325.59,3766,969,40948.3,0.97,CUST_BXMOES,Basic,12,FLASH_H8VY2O,18,13,BNDL_QKVF3O,55.18,3,Innovative
CMP_AF5N6N,PROD_YGGV98,9837.93,2643,889,31816.51,4.69,CUST_EM0QST,Standard,31,FLASH_0EVXH1,24,45,BNDL_0J87V2,79.58,1,Durable
CMP_AJYRVM,PROD_56PALW,20189.34,4368,173,76503.23,1.04,CUST_ARR11I,Basic,3,FLASH_7AFHQ6,58,115,BNDL_WDT3FN,470.32,1,Innovative
CMP_JFCRDM,PROD_JQNAVN,43683.95,3654,330,92711.91,3.94,CUST_JOYA57,Basic,34,FLASH_O4APNI,18,194,BNDL_944W2P,156.29,2,Stylish
CMP_56UH33,PROD_G5SEP0,25224.02,127,15,87333.42,1.93,CUST_FH3S3L,Premium,7,FLASH_SVY3VS,58,85,BNDL_KR0N7D,312.16,4,Stylish
CMP_8OC6FS,PROD_0OUU7P,17396.94,4459,596,23224.24,3.35,CUST_G1YFVN,Standard,8,FLASH_H708HQ,27,156,BNDL_C5W2O3,225.37,1,Durable
CMP_VQZZY0,PROD_UO345T,33152.89,1207,842,53337.98,1.89,CUST_AB04I6,Premium,1,FLASH_52YPPY,68,179,BNDL_HTDHQ5,181,1,Affordable
CMP_DS09DO,PROD_2PB3B5,40521.88,1195,538,55514.14,3.04,CUST_KTTA8E,Basic,31,FLASH_NQEJPR,44,66,BNDL_WE7B6S,214.76,1,Affordable
CMP_1RC9OK,PROD_0R5Z6R,15610.68,2641,776,78202.54,1.03,CUST_YKW9UC,Standard,26,FLASH_MKDYFA,36,34,BNDL_N2XIMF,279.49,4,Stylish
CMP_RG7LGQ,PROD_2TDSZP,11245.33,689,591,63722.19,1.42,CUST_JG83IL,Standard,16,FLASH_8O6JJL,41,39,BNDL_4ZPM5S,320.83,1,Durable
CMP_A7CGAJ,PROD_4EMQ4X,43196.9,1297,616,96481.09,2.68,CUST_1UG7ZJ,Premium,32,FLASH_WH7P7L,35,2,BNDL_AYIPMV,315.28,2,Durable
CMP_57MY1O,PROD_GMFTON,35769.9,3099,958,18717.83,3.68,CUST_GZBM9S,Basic,8,FLASH_JKY8E1,65,192,BNDL_QHYDVC,184.97,3,Affordable
CMP_HWKI4M,PROD_9DDWC5,15827.98,3537,117,54291.24,3.78,CUST_7G7IWD,Basic,10,FLASH_3E4LTV,20,70,BNDL_W82ZR6,144.47,2,Innovative
CMP_LKP7PD,PROD_CBM9NE,35763.01,3478,578,71737.45,0.69,CUST_58J38Y,Premium,8,FLASH_RLQHBL,25,164,BNDL_SDYN1L,263.81,2,Innovative
CMP_7B7ZMN,PROD_1BPIDJ,33095.39,820,183,97138.5,1.65,CUST_5ES9VQ,Basic,14,FLASH_B5233H,66,27,BNDL_B5IYFM,233.83,2,Innovative
CMP_VJABGO,PROD_FRPMSN,43042.4,500,440,18006.71,3.88,CUST_ZP3UCJ,Standard,1,FLASH_D8ZHWZ,42,61,BNDL_61UBTW,366.43,3,Durable
CMP_XDLFMV,PROD_D80ZJ9,18635.33,1564,850,17911.07,4.27,CUST_C5PHOB,Standard,32,FLASH_QLS0XM,43,57,BNDL_J3W1XF,180,3,Innovative
CMP_9YAT5E,PROD_B63FDV,35494.48,4385,197,92606.99,2.29,CUST_BT3J7J,Standard,6,FLASH_0074TS,54,54,BNDL_WGNY5M,318.28,1,Innovative
CMP_PJ132U,PROD_RDVNHP,36307.04,2386,204,23068.47,4.2,CUST_F8HZJN,Premium,23,FLASH_6FIY4T,60,58,BNDL_2FLS7G,62.72,1,Stylish
CMP_9CRC6V,PROD_03EVG5,34852.05,3270,681,69230.23,4.54,CUST_0HRGMM,Standard,26,FLASH_HAGMF0,66,37,BNDL_ZUQ8YX,143.22,2,Durable
CMP_MJHB4T,PROD_DBBBOL,39386.56,542,439,55704.47,4.83,CUST_9N74DK,Premium,21,FLASH_OVORCH,14,125,BNDL_6M5LIM,475.3,2,Durable
CMP_KX00QW,PROD_PQW3XE,10877.99,1046,955,21092.89,4.61,CUST_ASABU7,Premium,1,FLASH_WN9AJY,59,54,BNDL_LI4X60,495.2,1,Stylish
CMP_IOJJFG,PROD_X48UIQ,24574.24,3104,482,94276.3,3.18,CUST_4O8M3G,Basic,35,FLASH_17JHCS,41,108,BNDL_YCF52D,84.16,3,Innovative
CMP_TFYA2I,PROD_XFYK32,34142.76,742,304,12894.17,4.29,CUST_WZFV43,Standard,5,FLASH_TVN86X,23,123,BNDL_3UU01K,428.3,3,Innovative
CMP_7ZMCPY,PROD_D7ESPM,35653.69,4650,984,98398.55,3.97,CUST_CI2SMK,Basic,28,FLASH_ZDZXS8,68,19,BNDL_43BTLD,203.39,1,Durable
CMP_YYOQU9,PROD_E1JTUD,5894.86,2624,275,82970.51,4.32,CUST_NBO299,Premium,4,FLASH_0TMA6Q,51,24,BNDL_H7Q0VJ,445.7,1,Stylish
CMP_8PYPW4,PROD_3JDR5B,44695.33,3864,117,27561.02,2.56,CUST_GC0FKA,Standard,2,FLASH_Y0998X,67,63,BNDL_LFQ08Z,146.95,4,Durable
CMP_UZ2DMT,PROD_5EKF8H,38252.95,1432,519,59478.5,4.83,CUST_3CCK7Q,Premium,30,FLASH_ZV0K10,61,25,BNDL_N1KSSW,476.94,2,Innovative
CMP_RQ2MN3,PROD_G8FLZ1,47431.16,2966,706,63450.54,4.76,CUST_KNUN7O,Standard,2,FLASH_9NWED7,18,69,BNDL_V42FJY,445.54,1,Durable
CMP_GC29KG,PROD_PJGPPJ,38945.17,3232,654,61268.03,4.73,CUST_2LXBEH,Basic,3,FLASH_VDQ5PD,55,121,BNDL_J1TZDU,453.13,1,Durable
CMP_I6J6EA,PROD_VEUL3D,33136.73,1676,758,51383.01,3.52,CUST_C6QASA,Basic,13,FLASH_BOM3YE,14,124,BNDL_K7V9ZF,307.3,4,Stylish
CMP_TP861E,PROD_R4YAQU,22347.27,3285,190,50912.21,1.04,CUST_ZYOMJ5,Premium,25,FLASH_9QNCXL,23,51,BNDL_QBYYBP,333.29,2,Innovative
CMP_BAU6MC,PROD_1XXFXY,46918.64,4572,540,14065.66,3.34,CUST_NMZ76P,Premium,35,FLASH_WZX5KQ,28,198,BNDL_Y3420X,69.66,3,Affordable
CMP_MZT2OX,PROD_054ULQ,20245.19,2815,107,69691.37,1.1,CUST_VZOKCL,Standard,35,FLASH_IH74IT,41,47,BNDL_EMJ81Y,125.03,1,Durable
CMP_J6NWPS,PROD_V5VYJW,19665.38,4025,170,76173.76,0.73,CUST_RSZU50,Premium,6,FLASH_0QZJK0,44,15,BNDL_OKDB4H,361.15,2,Innovative
CMP_QQ598D,PROD_IW6XN4,40552.64,873,518,41035.9,2.65,CUST_IQL15G,Standard,33,FLASH_JVZQBY,36,140,BNDL_C9IYAI,186.01,4,Durable
CMP_BXMRWJ,PROD_LDAICH,33675.72,4161,994,11509.32,4.41,CUST_CRP8YI,Basic,10,FLASH_CKDOMQ,58,94,BNDL_QGAXPH,223.33,3,Affordable
CMP_MHTG17,PROD_A95S8K,33705.42,4293,210,10065.07,3.41,CUST_4IKE0Q,Standard,29,FLASH_QFIYP3,36,119,BNDL_96T09G,174.6,3,Durable
CMP_J5Z5PO,PROD_QEU0V4,48541.77,1024,468,14739.51,2.07,CUST_A76LEY,Standard,4,FLASH_Q2K585,49,49,BNDL_LWTCER,80.21,3,Affordable
CMP_WPY9AB,PROD_DSVLKQ,39578.51,424,227,51788.93,3.11,CUST_IJPJFM,Premium,24,FLASH_YUSEWH,27,70,BNDL_TZPRNR,196.06,2,Stylish
